,File_Path,Filename,Dataset,Class,Hive,Stratify_Key
276,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____12_00_00.wav,Hive1 12_06_2018_QueenBee____12_00_00.wav,Hive1_12_06_2018,Active,Hive1,
277,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____12_10_00.wav,Hive1 12_06_2018_QueenBee____12_10_00.wav,Hive1_12_06_2018,Active,Hive1,
278,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____12_20_00.wav,Hive1 12_06_2018_QueenBee____12_20_00.wav,Hive1_12_06_2018,Active,Hive1,
279,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____12_30_00.wav,Hive1 12_06_2018_QueenBee____12_30_00.wav,Hive1_12_06_2018,Active,Hive1,
280,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____12_40_00.wav,Hive1 12_06_2018_QueenBee____12_40_00.wav,Hive1_12_06_2018,Active,Hive1,
281,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____12_50_00.wav,Hive1 12_06_2018_QueenBee____12_50_00.wav,Hive1_12_06_2018,Active,Hive1,
282,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____13_00_00.wav,Hive1 12_06_2018_QueenBee____13_00_00.wav,Hive1_12_06_2018,Active,Hive1,
283,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____13_10_00.wav,Hive1 12_06_2018_QueenBee____13_10_00.wav,Hive1_12_06_2018,Active,Hive1,
284,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____13_20_00.wav,Hive1 12_06_2018_QueenBee____13_20_00.wav,Hive1_12_06_2018,Active,Hive1,
285,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____13_30_00.wav,Hive1 12_06_2018_QueenBee____13_30_00.wav,Hive1_12_06_2018,Active,Hive1,
286,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____13_40_00.wav,Hive1 12_06_2018_QueenBee____13_40_00.wav,Hive1_12_06_2018,Active,Hive1,
287,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____13_50_00.wav,Hive1 12_06_2018_QueenBee____13_50_00.wav,Hive1_12_06_2018,Active,Hive1,
288,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____14_00_00.wav,Hive1 12_06_2018_QueenBee____14_00_00.wav,Hive1_12_06_2018,Active,Hive1,
289,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____14_10_00.wav,Hive1 12_06_2018_QueenBee____14_10_00.wav,Hive1_12_06_2018,Active,Hive1,
290,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____14_20_00.wav,Hive1 12_06_2018_QueenBee____14_20_00.wav,Hive1_12_06_2018,Active,Hive1,
291,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____14_30_00.wav,Hive1 12_06_2018_QueenBee____14_30_00.wav,Hive1_12_06_2018,Active,Hive1,
292,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____14_40_00.wav,Hive1 12_06_2018_QueenBee____14_40_00.wav,Hive1_12_06_2018,Active,Hive1,
293,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____14_50_00.wav,Hive1 12_06_2018_QueenBee____14_50_00.wav,Hive1_12_06_2018,Active,Hive1,
294,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____15_00_00.wav,Hive1 12_06_2018_QueenBee____15_00_00.wav,Hive1_12_06_2018,Active,Hive1,
295,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____15_10_00.wav,Hive1 12_06_2018_QueenBee____15_10_00.wav,Hive1_12_06_2018,Active,Hive1,
296,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____15_20_00.wav,Hive1 12_06_2018_QueenBee____15_20_00.wav,Hive1_12_06_2018,Active,Hive1,
297,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____15_30_00.wav,Hive1 12_06_2018_QueenBee____15_30_00.wav,Hive1_12_06_2018,Active,Hive1,
298,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____15_40_00.wav,Hive1 12_06_2018_QueenBee____15_40_00.wav,Hive1_12_06_2018,Active,Hive1,
299,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____15_50_00.wav,Hive1 12_06_2018_QueenBee____15_50_00.wav,Hive1_12_06_2018,Active,Hive1,
300,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____16_00_00.wav,Hive1 12_06_2018_QueenBee____16_00_00.wav,Hive1_12_06_2018,Active,Hive1,
301,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____16_10_00.wav,Hive1 12_06_2018_QueenBee____16_10_00.wav,Hive1_12_06_2018,Active,Hive1,
302,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____16_20_00.wav,Hive1 12_06_2018_QueenBee____16_20_00.wav,Hive1_12_06_2018,Active,Hive1,
303,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____16_30_00.wav,Hive1 12_06_2018_QueenBee____16_30_00.wav,Hive1_12_06_2018,Active,Hive1,
304,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____16_40_00.wav,Hive1 12_06_2018_QueenBee____16_40_00.wav,Hive1_12_06_2018,Active,Hive1,
305,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____16_50_00.wav,Hive1 12_06_2018_QueenBee____16_50_00.wav,Hive1_12_06_2018,Active,Hive1,
306,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____17_00_00.wav,Hive1 12_06_2018_QueenBee____17_00_00.wav,Hive1_12_06_2018,Active,Hive1,
307,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____17_10_00.wav,Hive1 12_06_2018_QueenBee____17_10_00.wav,Hive1_12_06_2018,Active,Hive1,
308,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____17_20_00.wav,Hive1 12_06_2018_QueenBee____17_20_00.wav,Hive1_12_06_2018,Active,Hive1,
309,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____17_30_00.wav,Hive1 12_06_2018_QueenBee____17_30_00.wav,Hive1_12_06_2018,Active,Hive1,
310,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____17_40_00.wav,Hive1 12_06_2018_QueenBee____17_40_00.wav,Hive1_12_06_2018,Active,Hive1,
311,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____17_50_00.wav,Hive1 12_06_2018_QueenBee____17_50_00.wav,Hive1_12_06_2018,Active,Hive1,
312,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____18_00_00.wav,Hive1 12_06_2018_QueenBee____18_00_00.wav,Hive1_12_06_2018,Active,Hive1,
313,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____18_10_00.wav,Hive1 12_06_2018_QueenBee____18_10_00.wav,Hive1_12_06_2018,Active,Hive1,
314,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____18_20_00.wav,Hive1 12_06_2018_QueenBee____18_20_00.wav,Hive1_12_06_2018,Active,Hive1,
315,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____18_30_00.wav,Hive1 12_06_2018_QueenBee____18_30_00.wav,Hive1_12_06_2018,Active,Hive1,
316,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____18_40_00.wav,Hive1 12_06_2018_QueenBee____18_40_00.wav,Hive1_12_06_2018,Active,Hive1,
317,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____18_50_00.wav,Hive1 12_06_2018_QueenBee____18_50_00.wav,Hive1_12_06_2018,Active,Hive1,
318,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____19_00_00.wav,Hive1 12_06_2018_QueenBee____19_00_00.wav,Hive1_12_06_2018,Active,Hive1,
319,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____19_10_00.wav,Hive1 12_06_2018_QueenBee____19_10_00.wav,Hive1_12_06_2018,Active,Hive1,
320,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____19_20_00.wav,Hive1 12_06_2018_QueenBee____19_20_00.wav,Hive1_12_06_2018,Active,Hive1,
321,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____19_30_00.wav,Hive1 12_06_2018_QueenBee____19_30_00.wav,Hive1_12_06_2018,Active,Hive1,
322,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____19_40_00.wav,Hive1 12_06_2018_QueenBee____19_40_00.wav,Hive1_12_06_2018,Active,Hive1,
323,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____19_50_00.wav,Hive1 12_06_2018_QueenBee____19_50_00.wav,Hive1_12_06_2018,Active,Hive1,
324,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____20_00_00.wav,Hive1 12_06_2018_QueenBee____20_00_00.wav,Hive1_12_06_2018,Active,Hive1,
325,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____20_10_00.wav,Hive1 12_06_2018_QueenBee____20_10_00.wav,Hive1_12_06_2018,Active,Hive1,
326,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____20_20_00.wav,Hive1 12_06_2018_QueenBee____20_20_00.wav,Hive1_12_06_2018,Active,Hive1,
327,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____20_30_00.wav,Hive1 12_06_2018_QueenBee____20_30_00.wav,Hive1_12_06_2018,Active,Hive1,
328,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____20_40_00.wav,Hive1 12_06_2018_QueenBee____20_40_00.wav,Hive1_12_06_2018,Active,Hive1,
329,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____20_50_00.wav,Hive1 12_06_2018_QueenBee____20_50_00.wav,Hive1_12_06_2018,Active,Hive1,
330,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____21_00_00.wav,Hive1 12_06_2018_QueenBee____21_00_00.wav,Hive1_12_06_2018,Active,Hive1,
331,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____21_10_00.wav,Hive1 12_06_2018_QueenBee____21_10_00.wav,Hive1_12_06_2018,Active,Hive1,
332,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____21_20_00.wav,Hive1 12_06_2018_QueenBee____21_20_00.wav,Hive1_12_06_2018,Active,Hive1,
333,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____21_30_00.wav,Hive1 12_06_2018_QueenBee____21_30_00.wav,Hive1_12_06_2018,Active,Hive1,
334,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____21_40_00.wav,Hive1 12_06_2018_QueenBee____21_40_00.wav,Hive1_12_06_2018,Active,Hive1,
335,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____21_50_00.wav,Hive1 12_06_2018_QueenBee____21_50_00.wav,Hive1_12_06_2018,Active,Hive1,
336,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____22_00_00.wav,Hive1 12_06_2018_QueenBee____22_00_00.wav,Hive1_12_06_2018,Active,Hive1,
337,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____22_10_00.wav,Hive1 12_06_2018_QueenBee____22_10_00.wav,Hive1_12_06_2018,Active,Hive1,
338,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____22_20_00.wav,Hive1 12_06_2018_QueenBee____22_20_00.wav,Hive1_12_06_2018,Active,Hive1,
339,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____22_30_00.wav,Hive1 12_06_2018_QueenBee____22_30_00.wav,Hive1_12_06_2018,Active,Hive1,
340,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____22_40_00.wav,Hive1 12_06_2018_QueenBee____22_40_00.wav,Hive1_12_06_2018,Active,Hive1,
341,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____22_50_00.wav,Hive1 12_06_2018_QueenBee____22_50_00.wav,Hive1_12_06_2018,Active,Hive1,
342,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____23_00_00.wav,Hive1 12_06_2018_QueenBee____23_00_00.wav,Hive1_12_06_2018,Active,Hive1,
343,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____23_10_00.wav,Hive1 12_06_2018_QueenBee____23_10_00.wav,Hive1_12_06_2018,Active,Hive1,
344,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____23_20_00.wav,Hive1 12_06_2018_QueenBee____23_20_00.wav,Hive1_12_06_2018,Active,Hive1,
345,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____23_30_00.wav,Hive1 12_06_2018_QueenBee____23_30_00.wav,Hive1_12_06_2018,Active,Hive1,
346,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____23_40_00.wav,Hive1 12_06_2018_QueenBee____23_40_00.wav,Hive1_12_06_2018,Active,Hive1,
347,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____23_50_00.wav,Hive1 12_06_2018_QueenBee____23_50_00.wav,Hive1_12_06_2018,Active,Hive1,
348,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____00_00_00.wav,Hive1 31_05_2018_NO_QueenBee____00_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
349,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____00_10_00.wav,Hive1 31_05_2018_NO_QueenBee____00_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
350,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____00_20_00.wav,Hive1 31_05_2018_NO_QueenBee____00_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
351,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____00_30_00.wav,Hive1 31_05_2018_NO_QueenBee____00_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
352,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____00_40_00.wav,Hive1 31_05_2018_NO_QueenBee____00_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
353,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____00_50_00.wav,Hive1 31_05_2018_NO_QueenBee____00_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
354,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____01_00_00.wav,Hive1 31_05_2018_NO_QueenBee____01_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
355,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____01_10_00.wav,Hive1 31_05_2018_NO_QueenBee____01_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
356,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____01_20_00.wav,Hive1 31_05_2018_NO_QueenBee____01_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
357,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____01_30_00.wav,Hive1 31_05_2018_NO_QueenBee____01_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
358,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____01_40_00.wav,Hive1 31_05_2018_NO_QueenBee____01_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
359,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____01_50_00.wav,Hive1 31_05_2018_NO_QueenBee____01_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
360,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____02_00_00.wav,Hive1 31_05_2018_NO_QueenBee____02_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
361,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____02_10_00.wav,Hive1 31_05_2018_NO_QueenBee____02_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
362,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____02_20_00.wav,Hive1 31_05_2018_NO_QueenBee____02_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
363,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____02_30_00.wav,Hive1 31_05_2018_NO_QueenBee____02_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
364,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____02_40_00.wav,Hive1 31_05_2018_NO_QueenBee____02_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
365,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____02_50_00.wav,Hive1 31_05_2018_NO_QueenBee____02_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
366,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____03_00_00.wav,Hive1 31_05_2018_NO_QueenBee____03_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
367,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____03_10_00.wav,Hive1 31_05_2018_NO_QueenBee____03_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
368,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____03_20_00.wav,Hive1 31_05_2018_NO_QueenBee____03_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
369,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____03_30_00.wav,Hive1 31_05_2018_NO_QueenBee____03_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
370,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____03_40_00.wav,Hive1 31_05_2018_NO_QueenBee____03_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
371,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____03_50_00.wav,Hive1 31_05_2018_NO_QueenBee____03_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
372,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____04_00_00.wav,Hive1 31_05_2018_NO_QueenBee____04_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
373,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____04_10_00.wav,Hive1 31_05_2018_NO_QueenBee____04_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
374,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____04_20_00.wav,Hive1 31_05_2018_NO_QueenBee____04_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
375,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____04_30_00.wav,Hive1 31_05_2018_NO_QueenBee____04_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
376,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____04_40_00.wav,Hive1 31_05_2018_NO_QueenBee____04_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
377,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____04_50_00.wav,Hive1 31_05_2018_NO_QueenBee____04_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
378,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____05_00_00.wav,Hive1 31_05_2018_NO_QueenBee____05_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
379,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____05_10_00.wav,Hive1 31_05_2018_NO_QueenBee____05_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
380,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____05_20_00.wav,Hive1 31_05_2018_NO_QueenBee____05_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
381,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____05_30_00.wav,Hive1 31_05_2018_NO_QueenBee____05_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
382,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____05_40_00.wav,Hive1 31_05_2018_NO_QueenBee____05_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
383,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____05_50_00.wav,Hive1 31_05_2018_NO_QueenBee____05_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
384,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____06_00_00.wav,Hive1 31_05_2018_NO_QueenBee____06_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
385,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____06_10_00.wav,Hive1 31_05_2018_NO_QueenBee____06_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
386,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____06_20_00.wav,Hive1 31_05_2018_NO_QueenBee____06_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
387,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____06_30_00.wav,Hive1 31_05_2018_NO_QueenBee____06_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
388,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____06_40_00.wav,Hive1 31_05_2018_NO_QueenBee____06_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
389,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____06_50_00.wav,Hive1 31_05_2018_NO_QueenBee____06_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
390,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____07_00_00.wav,Hive1 31_05_2018_NO_QueenBee____07_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
391,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____07_10_00.wav,Hive1 31_05_2018_NO_QueenBee____07_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
392,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____07_20_00.wav,Hive1 31_05_2018_NO_QueenBee____07_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
393,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____07_30_00.wav,Hive1 31_05_2018_NO_QueenBee____07_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
394,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____07_40_00.wav,Hive1 31_05_2018_NO_QueenBee____07_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
395,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____07_50_00.wav,Hive1 31_05_2018_NO_QueenBee____07_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
396,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____08_00_00.wav,Hive1 31_05_2018_NO_QueenBee____08_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
397,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____08_10_00.wav,Hive1 31_05_2018_NO_QueenBee____08_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
398,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____08_20_00.wav,Hive1 31_05_2018_NO_QueenBee____08_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
399,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____08_30_00.wav,Hive1 31_05_2018_NO_QueenBee____08_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
400,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____08_40_00.wav,Hive1 31_05_2018_NO_QueenBee____08_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
401,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____08_50_00.wav,Hive1 31_05_2018_NO_QueenBee____08_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
402,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____09_00_00.wav,Hive1 31_05_2018_NO_QueenBee____09_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
403,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____09_10_00.wav,Hive1 31_05_2018_NO_QueenBee____09_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
404,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____09_20_00.wav,Hive1 31_05_2018_NO_QueenBee____09_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
405,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____09_30_00.wav,Hive1 31_05_2018_NO_QueenBee____09_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
406,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____09_40_00.wav,Hive1 31_05_2018_NO_QueenBee____09_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
407,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____09_50_00.wav,Hive1 31_05_2018_NO_QueenBee____09_50_00.wav,Hive1_31_05_2018,Queenless,Hive1,
408,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____10_00_00.wav,Hive1 31_05_2018_NO_QueenBee____10_00_00.wav,Hive1_31_05_2018,Queenless,Hive1,
409,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____10_10_00.wav,Hive1 31_05_2018_NO_QueenBee____10_10_00.wav,Hive1_31_05_2018,Queenless,Hive1,
410,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____10_20_00.wav,Hive1 31_05_2018_NO_QueenBee____10_20_00.wav,Hive1_31_05_2018,Queenless,Hive1,
411,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____10_30_00.wav,Hive1 31_05_2018_NO_QueenBee____10_30_00.wav,Hive1_31_05_2018,Queenless,Hive1,
412,dataset\zenodo\Hive1_31_05_2018\Hive1 31_05_2018_NO_QueenBee____10_40_00.wav,Hive1 31_05_2018_NO_QueenBee____10_40_00.wav,Hive1_31_05_2018,Queenless,Hive1,
